0.0	11.25	10.21322060798
0.0	33.75	10.612763838177
0.0	56.25	11.184300060893
0.0	78.75	11.721426932739
0.0	101.25	12.132156818049
0.0	123.75	12.406656898847
0.0	146.25	12.580075338116
0.0	168.75	12.678390729149
0.0	191.25	12.713920919602
0.0	213.75	12.683315629858
0.0	236.25	12.565654665345
0.0	258.75	12.305312757478
0.0	281.25	11.850240569031
0.0	303.75	11.22156181866
0.0	326.25	10.579090994663
0.0	348.75	10.18637756922
0.1	11.25	9.8758896094023
0.1	33.75	10.380373783757
0.1	56.25	11.073525405783
0.1	78.75	11.697079129211
0.1	101.25	12.151560408599
0.1	123.75	12.443314353793
0.1	146.25	12.623264680454
0.1	168.75	12.726590579831
0.1	191.25	12.769474719069
0.1	213.75	12.74810527046
0.1	236.25	12.635177430109
0.1	258.75	12.35880938952
0.1	281.25	11.841336963827
0.1	303.75	11.090755374133
0.1	326.25	10.305221119614
0.1	348.75	9.8278168074242
0.2	11.25	9.4207202412496
0.2	33.75	10.083443114855
0.2	56.25	10.949023631189
0.2	78.75	11.684991105401
0.2	101.25	12.189296511871
0.2	123.75	12.496416952478
0.2	146.25	12.680194893179
0.2	168.75	12.787582167391
0.2	191.25	12.839311869788
0.2	213.75	12.831149808606
0.2	236.25	12.728159853085
0.2	258.75	12.436713313826
0.2	281.25	11.840510709194
0.2	303.75	10.920916295343
0.2	326.25	9.9291041434811
0.2	348.75	9.333129796514
0.3	11.25	8.7601153866655
0.3	33.75	9.6707059781297
0.3	56.25	10.795940204708
0.3	78.75	11.68514805973
0.3	101.25	12.247482772532
0.3	123.75	12.567359250881
0.3	146.25	12.751717921091
0.3	168.75	12.862269796485
0.3	191.25	12.925161733213
0.3	213.75	12.936107632013
0.3	236.25	12.851529494961
0.3	258.75	12.549351879099
0.3	281.25	11.854144438518
0.3	303.75	10.692950683249
0.3	326.25	9.3887871256483
0.3	348.75	8.611359733878
0.4	11.25	7.7263647657858
0.4	33.75	9.0809162054184
0.4	56.25	10.628501391366
0.4	78.75	11.721857819628
0.4	101.25	12.341559709293
0.4	123.75	12.66456177954
0.4	146.25	12.842629901077
0.4	168.75	12.954045364949
0.4	191.25	13.030555286553
0.4	213.75	13.068466915288
0.4	236.25	13.01600377597
0.4	258.75	12.716595120393
0.4	281.25	11.904968616091
0.4	303.75	10.387460259123
0.4	326.25	8.564642692104
0.4	348.75	7.4686538004034
0.5	11.25	5.2206133537461
0.5	33.75	7.8463352142127
0.5	56.25	10.436221100567
0.5	78.75	11.822442166633
0.5	101.25	12.489501756001
0.5	123.75	12.798363830672
0.5	146.25	12.959810432137
0.5	168.75	13.068705662553
0.5	191.25	13.16200308535
0.5	213.75	13.237801707759
0.5	236.25	13.238527293901
0.5	258.75	12.968708579211
0.5	281.25	12.02294963704
0.5	303.75	9.8450976434468
0.5	326.25	6.4332403845736
0.5	348.75	4.6694082935832
0.6	11.25	5.1012856560622
0.6	33.75	5.664917559337
0.6	56.25	9.0603982406232
0.6	78.75	11.968180776101
0.6	101.25	12.703276929068
0.6	123.75	12.978192438866
0.6	146.25	13.110937740752
0.6	168.75	13.21375548273
0.6	191.25	13.327675721958
0.6	213.75	13.454534805452
0.6	236.25	13.534625083884
0.6	258.75	13.323291440689
0.6	281.25	11.99619308563
0.6	303.75	7.3439019073001
0.6	326.25	5.3267443448489
0.6	348.75	5.3590471506564
0.7	11.25	5.717386914955
0.7	33.75	5.3206690445052
0.7	56.25	6.7207313498087
0.7	78.75	11.594808204052
0.7	101.25	12.998485402449
0.7	123.75	13.222844629711
0.7	146.25	13.311656446379
0.7	168.75	13.403465289566
0.7	191.25	13.542561586172
0.7	213.75	13.736652916424
0.7	236.25	13.927191703394
0.7	258.75	13.733510298019
0.7	281.25	9.1406269946741
0.7	303.75	6.3048566346472
0.7	326.25	5.9288009606527
0.7	348.75	5.9481961983251
0.8	11.25	6.1249546839383
0.8	33.75	5.7832887923181
0.8	56.25	5.8143172807539
0.8	78.75	8.6445682522274
0.8	101.25	13.339717087465
0.8	123.75	13.553326305099
0.8	146.25	13.573456915335
0.8	168.75	13.646755549052
0.8	191.25	13.816787466359
0.8	213.75	14.102096430946
0.8	236.25	14.45397247517
0.8	258.75	12.648599862902
0.8	281.25	7.5868119878174
0.8	303.75	6.2958187223578
0.8	326.25	6.4585517832002
0.8	348.75	6.3900341257762
0.9	11.25	6.4633791123738
0.9	33.75	6.1038785796583
0.9	56.25	5.8637103527866
0.9	78.75	7.1210007473487
0.9	101.25	11.530015505198
0.9	123.75	14.023994814072
